Id,MedVal
414,2.21
415,1.008
416,5.00001
417,1.115
418,4.075
419,2.264
420,0.398
421,1.867
422,1.894
423,1.098
424,1.59
425,1.919
426,3.505
427,0.595
428,2.32
429,4.229
430,1.193
431,0.555
432,1.145
433,1.698
434,1.763
435,2.492
436,1.726
437,1.824
438,1.618
439,1.116
440,1.235
441,2.668
442,3.53
443,1.825
444,2.1
445,1.231
446,2.55
447,2.438
448,2.583
449,1.401
450,1.375
451,1.407
452,0.618
453,3.058
454,0.621
455,1.557
456,0.825
457,1.891
458,1.118
459,0.669
460,1.692
461,5.00001
462,0.929
463,1.214
464,1.636
465,1.917
466,3.141
467,2.412
468,2.386
469,2.383
470,2.511
471,2.518
472,1.907
473,3.182
474,2.662
475,2.277
476,2.571
477,0.519
478,2.182
479,2.036
480,2.929
481,1.308
482,0.706
483,1.952
484,0.734
485,0.906
486,1.011
487,1.852
488,1.363
489,0.918
490,1.607
491,1.738
492,1.301
493,3.988
494,1.686
495,2.293
496,3.373
497,3.842
498,3.021
499,1.875
500,1.35
501,0.927
502,5.00001
503,3.546
504,0.431
505,3.562
506,2.104
507,1.006
508,3.04
509,0.656
510,1.181
511,2.304
512,1.36
513,1.558
514,5.00001
515,1.271
516,0.766
517,0.783
518,1.279
519,0.95
520,1.149
521,0.882
522,1.36
523,1.697
524,1.92
525,2.5
526,2.594
527,1.532
528,0.75
529,3.585
530,0.664
531,3.75
532,1.503
533,1.214
534,3.476
535,3.452
536,1.655
537,1.334
538,1.86
539,2.92
540,1.761
541,1.708
542,0.652
543,1.71
544,2.692
545,4.987
546,5.00001
547,0.447
548,3.477
549,5.00001
550,4.5
551,1.141
552,1.535
553,1.823
554,1.717
555,1.152
556,3.479
557,2.047
558,1.708
559,2.376
560,1.981
561,1.666
562,2.123
563,1.758
564,1.26
565,1.601
566,1.304
567,2.198
568,2.413
569,0.694
570,1.597
571,2.318
572,4.0
573,1.368
574,1.029
575,1.513
576,1.632
577,1.001
578,0.821
579,2.655
580,0.577
581,1.105
582,5.00001
583,0.528
584,1.782
585,4.5
586,5.00001
587,2.166
588,3.409
589,3.648
590,1.354
591,1.425
592,1.076
593,1.138
594,0.673
595,1.101
596,3.625
597,0.576
598,1.388
599,1.919
600,2.18
601,1.733
602,2.618
603,2.262
604,1.0
605,1.293
606,3.757
607,3.288
608,3.156
609,1.508
610,2.221
611,2.894
612,1.123
613,0.792
614,2.394
615,3.294
616,1.173
617,2.66
618,2.344
619,1.992
620,2.083
621,2.241
622,0.818
623,3.425
624,2.306
625,1.158
626,3.236
627,1.625
628,5.00001
629,2.15
630,2.256
631,3.255
632,1.169
633,1.049
634,3.003
635,1.734
636,1.576
637,1.321
638,1.855
639,3.868
640,2.196
641,5.00001
642,2.157
643,3.316
644,0.935
645,1.394
646,1.974
647,1.469
648,0.9
649,1.625
650,1.35
651,1.326
652,4.327
653,1.149
654,2.067
655,3.493
656,1.09
657,1.625
658,0.956
659,2.028
660,0.884
661,2.925
662,3.103
663,0.856
664,1.907
665,4.544
666,1.961
667,2.714
668,1.599
669,0.928
670,4.05
671,4.592
672,2.773
673,3.989
674,2.625
675,1.707
676,1.46
677,5.00001
678,1.943
679,2.45
680,0.714
681,1.771
682,1.376
683,5.00001
684,0.926
685,5.00001
686,2.852
687,0.875
688,4.833
689,3.306
690,0.591
691,1.351
692,0.596
693,0.925
694,2.487
695,1.477
696,2.6
697,1.089
698,1.953
699,2.8
700,3.273
701,2.308
702,2.685
703,5.00001
704,1.229
705,1.172
706,2.083
707,0.849
708,3.267
709,1.577
710,2.056
711,3.55
712,2.979
713,0.721
714,1.971
715,3.94
716,1.804
717,1.594
718,1.712
719,1.987
720,5.00001
721,2.929
722,1.821
723,5.00001
724,2.132
725,1.184
726,0.973
727,2.593
728,1.197
729,2.189
730,1.655
731,3.145
732,1.785
733,2.748
734,1.897
735,1.732
736,1.481
737,0.595
738,0.681
739,1.339
740,1.525
741,1.533
742,1.984
743,1.692
744,0.817
745,1.929
746,0.881
747,2.638
748,3.821
749,1.429
750,3.52
751,2.417
752,0.67
753,1.23
754,1.606
755,1.125
756,1.601
757,1.331
758,2.42
759,2.899
760,1.659
761,2.238
762,1.639
763,2.478
764,2.151
765,1.234
766,1.391
767,1.271
768,1.813
769,2.78
770,3.609
771,1.988
772,0.645
773,2.964
774,5.00001
775,1.292
776,4.175
777,0.844
778,3.312
779,2.471
780,4.09
781,1.927
782,0.964
783,1.837
784,3.024
785,3.822
786,2.062
787,0.795
788,1.458
789,1.695
790,1.75
791,0.875
792,0.818
793,4.097
794,0.95
795,1.448
796,0.651
797,2.824
798,2.597
799,1.429
800,1.192
801,3.273
802,1.629
803,0.875
804,1.497
805,1.486
806,1.543
807,1.526
808,2.905
809,0.877
810,2.438
811,1.938
812,4.364
813,2.752
814,2.588
815,0.83
816,2.199
817,2.269
818,1.327
819,1.406
820,5.0
821,4.741
822,2.173
823,1.649
824,2.185
825,3.935
826,0.952
827,5.00001
828,1.117
829,1.431
830,0.738
831,2.939
832,2.16
833,3.467
834,4.25
835,2.955
836,3.35
837,1.624
838,1.635
839,1.214
840,2.033
841,3.365
842,1.0
843,1.575
844,0.903
845,0.858
846,1.678
847,3.635
848,1.033
849,1.225
850,1.163
851,3.353
852,2.21
853,1.238
854,1.903
855,4.125
856,0.928
857,2.348
858,2.406
859,2.958
860,0.884
861,1.465
862,1.063
863,1.113
864,0.672
865,2.31
866,0.675
867,2.529
868,1.583
869,0.599
870,3.719
871,0.691
872,0.875
873,0.528
874,1.541
875,0.96
876,2.318
877,0.736
878,0.65
879,5.00001
880,0.612
881,0.894
882,2.554
883,1.32
884,2.684
885,2.76
886,2.841
887,1.795
888,1.697
889,4.708
890,2.328
891,2.294
892,0.813
893,1.645
894,2.708
895,1.026
896,0.878
897,2.379
898,2.573
899,2.13
900,1.547
901,1.917
902,1.573
903,1.853
904,4.333
905,2.722
906,0.929
907,0.715
908,2.184
909,2.621
910,2.455
911,1.473
912,1.353
913,1.307
914,1.906
915,1.041
916,0.57
917,1.355
918,0.844
919,1.647
920,2.017
921,3.977
922,1.864
923,2.66
924,1.844
925,3.874
926,0.829
927,2.337
928,0.872
929,1.676
930,1.823
931,5.00001
932,2.25
933,0.803
934,1.704
935,2.208
936,3.679
937,5.00001
938,1.675
939,2.027
940,0.777
941,1.441
942,0.977
943,1.899
944,1.55
945,2.225
946,2.878
947,1.426
948,4.357
949,3.442
950,2.276
951,1.238
952,0.954
953,2.269
954,0.554
955,1.65
956,2.436
957,2.785
958,1.954
959,1.523
960,1.92
961,1.419
962,2.524
963,1.145
964,5.00001
965,5.00001
966,0.941
967,1.272
968,1.629
969,0.894
970,2.317
971,0.974
972,0.773
973,2.63
974,1.941
975,1.5
976,1.046
977,3.588
978,1.375
979,0.55
980,2.4
981,2.19
982,0.695
983,1.279
984,2.616
985,1.125
986,2.724
987,5.00001
988,0.75
989,1.625
990,2.291
991,1.011
992,1.634
993,2.548
994,1.062
995,1.156
996,2.012
997,1.892
998,3.3
999,1.59
1000,0.813
1001,2.185
1002,0.637
1003,0.863
1004,1.696
1005,5.00001
1006,1.969
1007,1.399
1008,0.605
1009,1.852
1010,0.613
1011,3.885
1012,0.933
1013,2.393
1014,4.103
1015,2.855
1016,2.041
1017,1.488
1018,1.337
1019,3.689
1020,2.033
1021,2.741
1022,2.735
1023,1.464
1024,1.025
1025,5.00001
1026,1.642
1027,0.726
1028,1.382
1029,1.909
1030,1.0
1031,2.329
1032,0.81
1033,1.125
1034,2.096
1035,1.085
1036,2.823
1037,1.167
1038,2.591
1039,4.232
1040,1.139
1041,1.37
1042,1.672
1043,1.875
1044,1.987
1045,1.664
1046,3.337
1047,4.25
1048,5.0
1049,3.0
1050,1.146
1051,1.41
1052,2.387
1053,1.413
1054,0.889
1055,1.1
1056,1.668
1057,1.392
1058,1.401
1059,3.674
1060,2.505
1061,1.576
1062,1.975
1063,1.463
1064,2.75
1065,2.037
1066,2.913
1067,0.955
1068,1.838
1069,2.091
1070,1.443
1071,1.481
1072,0.738
1073,0.592
1074,0.869
1075,0.896
1076,3.037
1077,1.673
1078,1.466
1079,2.76
1080,1.201
1081,0.547
1082,0.844
1083,5.00001
1084,1.448
1085,0.991
1086,1.833
1087,1.586
1088,5.00001
1089,2.447
1090,2.734
1091,1.0
1092,3.443
1093,1.843
1094,1.373
1095,3.467
1096,3.685
1097,5.00001
1098,2.242
1099,1.353
1100,0.875
1101,3.5
1102,1.135
1103,4.5
1104,2.128
1105,3.3
1106,1.194
1107,2.233
1108,2.135
1109,1.635
1110,2.189
1111,2.791
1112,3.346
1113,1.141
1114,0.955
1115,0.564
1116,0.841
1117,2.468
1118,0.99
1119,0.831
1120,2.092
1121,3.978
1122,0.61
1123,1.827
1124,4.44
1125,2.563
1126,2.292
1127,0.6
1128,2.333
1129,0.543
1130,2.125
1131,0.942
1132,0.904
1133,1.842
1134,0.531
1135,1.417
1136,1.856
1137,1.125
1138,5.00001
1139,1.751
1140,0.719
1141,2.034
1142,0.855
1143,1.052
1144,1.347
1145,1.629
1146,2.614
1147,1.821
1148,2.455
1149,1.783
1150,1.46
1151,0.875
1152,2.542
1153,2.027
1154,1.869
1155,2.487
1156,1.425
1157,3.821
1158,0.635
1159,1.143
1160,1.469
1161,1.667
1162,2.017
1163,5.00001
1164,3.183
1165,1.194
1166,1.038
1167,1.572
1168,3.75
1169,3.944
1170,1.548
1171,1.098
1172,1.956
1173,0.815
1174,1.41
1175,1.557
1176,2.25
1177,1.552
1178,2.848
1179,3.833
1180,4.5
1181,1.139
1182,1.573
1183,2.722
1184,2.675
1185,2.113
1186,1.524
1187,0.975
1188,3.749
1189,2.375
1190,1.693
1191,0.802
1192,0.594
1193,5.00001
1194,2.249
1195,1.424
1196,0.488
1197,1.921
1198,2.75
1199,1.104
1200,1.841
1201,1.875
1202,1.625
1203,0.486
1204,3.35
1205,1.43
1206,3.691
1207,2.071
1208,2.487
1209,3.351
1210,1.019
1211,5.00001
1212,1.051
1213,2.665
1214,2.946
1215,1.033
1216,2.01
1217,1.491
1218,4.24
1219,1.452
1220,0.541
1221,1.224
1222,2.279
1223,0.869
1224,1.039
1225,2.249
1226,0.928
1227,4.156
1228,3.476
1229,1.8
1230,0.845
1231,1.742
1232,0.661
1233,1.547
1234,0.692
1235,1.462
1236,2.182
1237,2.287
1238,2.581
1239,1.515
1240,0.592
1241,3.024
1242,2.762
1243,1.445
1244,2.625
1245,1.033
1246,4.554
1247,1.776
1248,2.679
1249,1.68
1250,0.66
1251,0.989
1252,4.276
1253,2.423
1254,2.109
1255,1.948
1256,4.5
1257,2.879
1258,3.326
1259,3.318
1260,0.804
1261,2.583
1262,2.875
1263,1.577
1264,3.43
1265,1.6
1266,5.00001
1267,1.089
1268,2.393
1269,1.349
1270,3.518
1271,3.039
1272,3.694
1273,0.705
1274,4.183
1275,2.033
1276,0.666
1277,1.674
1278,2.265
1279,3.677
1280,1.137
1281,2.904
1282,1.113
1283,2.389
1284,5.00001
1285,3.254
1286,1.35
1287,3.273
1288,1.774
1289,3.056
1290,1.799
1291,0.919
1292,2.47
1293,3.158
1294,1.9
1295,0.743
1296,2.542
1297,3.006
1298,1.382
1299,5.00001
1300,1.205
1301,1.844
1302,3.588
1303,2.122
1304,1.969
1305,4.691
1306,2.24
1307,2.613
1308,0.876
1309,2.65
1310,1.348
1311,2.263
1312,1.818
1313,1.217
1314,1.844
1315,5.00001
1316,1.125
1317,4.361
1318,1.941
1319,0.875
1320,2.821
1321,2.578
1322,1.626
1323,1.779
1324,2.27
1325,2.356
1326,2.48
1327,1.234
1328,1.875
1329,0.775
1330,0.535
1331,1.398
1332,1.401
1333,2.649
1334,1.006
1335,1.853
1336,2.782
1337,1.721
1338,1.64
1339,1.355
1340,2.75
1341,2.832
1342,4.5
1343,2.546
1344,2.765
1345,0.813
1346,1.639
1347,2.07
1348,3.781
1349,1.04
1350,2.113
1351,0.842
1352,4.5
1353,3.558
1354,1.885
1355,2.695
1356,1.139
1357,3.356
1358,2.128
1359,1.401
1360,2.217
1361,1.414
1362,5.00001
1363,1.271
1364,2.356
1365,1.245
1366,2.313
1367,4.309
1368,3.673
1369,0.513
1370,2.346
1371,2.566
1372,1.62
1373,1.167
1374,0.794
1375,1.788
1376,2.766
1377,2.395
1378,5.00001
1379,0.835
1380,2.229
1381,1.125
1382,5.00001
1383,0.73
1384,2.522
1385,1.728
1386,3.49
1387,1.481
1388,3.821
1389,0.917
1390,5.00001
1391,2.231
1392,0.764
1393,1.331
1394,1.397
1395,1.591
1396,2.714
1397,0.705
1398,2.906
1399,1.952
1400,1.575
1401,2.21
1402,2.458
1403,3.854
1404,2.229
1405,1.563
1406,2.123
1407,1.556
1408,0.924
1409,3.071
1410,1.456
1411,0.798
1412,1.207
1413,1.43
1414,2.719
1415,5.00001
1416,1.307
1417,2.682
1418,2.514
1419,1.645
1420,0.853
1421,1.625
1422,1.201
1423,5.00001
1424,2.044
1425,1.306
1426,1.393
1427,2.175
1428,0.953
1429,1.679
1430,2.355
1431,1.948
1432,1.715
1433,1.742
1434,4.112
1435,2.161
1436,1.817
1437,3.337
1438,5.00001
1439,1.597
1440,2.093
1441,0.766
1442,0.85
1443,2.002
1444,0.782
1445,3.613
1446,1.347
1447,4.872
1448,0.82
1449,0.889
1450,1.951
1451,1.718
1452,2.865
1453,1.457
1454,0.997
1455,1.944
1456,5.00001
1457,1.504
1458,0.937
1459,1.368
1460,2.899
1461,0.917
1462,1.37
1463,2.192
1464,2.417
1465,1.283
1466,1.591
1467,4.158
1468,2.871
1469,0.75
1470,1.643
1471,2.513
1472,2.599
1473,1.708
1474,1.335
1475,2.15
1476,3.32
1477,1.085
1478,5.00001
1479,1.398
1480,5.00001
1481,1.011
1482,1.969
1483,1.987
1484,1.647
1485,1.5
1486,2.584
1487,0.899
1488,1.357
1489,2.267
1490,0.567
1491,1.869
1492,2.402
1493,5.00001
1494,3.133
1495,4.224
1496,1.393
1497,2.434
1498,2.763
1499,2.819
1500,4.345
1501,1.625
1502,1.594
1503,2.571
1504,0.528
1505,1.069
1506,1.505
1507,0.902
1508,0.932
1509,5.00001
1510,0.844
1511,1.393
1512,2.137
1513,1.681
1514,1.707
1515,2.375
1516,0.993
1517,1.44
1518,1.813
1519,0.621
1520,4.421
1521,0.483
1522,2.346
1523,0.957
1524,1.709
1525,0.953
1526,0.923
1527,1.83
1528,1.583
1529,2.54
1530,1.828
1531,2.242
1532,2.374
1533,5.00001
1534,2.375
1535,0.949
1536,2.57
1537,3.988
1538,3.465
1539,1.266
1540,2.269
1541,2.331
1542,0.534
1543,1.649
1544,0.617
1545,1.01
1546,0.792
1547,2.705
1548,1.625
1549,2.528
1550,3.213
1551,3.167
1552,0.847
1553,1.689
1554,1.128
1555,2.013
1556,1.293
1557,1.139
1558,2.367
1559,1.375
1560,0.44
1561,2.37
1562,0.804
1563,0.999
1564,0.697
1565,1.893
1566,1.817
1567,1.653
1568,3.268
1569,2.861
1570,1.781
1571,1.583
1572,1.856
1573,2.236
1574,1.896
1575,2.922
1576,0.817
1577,1.163
1578,1.46
1579,2.447
1580,1.216
1581,2.51
1582,2.442
1583,2.364
1584,5.00001
1585,1.462
1586,2.397
1587,2.232
1588,0.775
1589,1.837
1590,2.382
1591,1.545
1592,2.25
1593,3.0
1594,2.646
1595,1.49
1596,5.00001
1597,1.272
1598,3.058
1599,2.027
1600,1.192
1601,3.009
1602,2.563
1603,1.298
1604,1.125
1605,2.242
1606,3.478
1607,0.776
1608,1.725
1609,5.00001
1610,2.319
1611,0.73
1612,4.5
1613,1.547
1614,2.558
1615,1.122
1616,2.683
1617,4.392
1618,1.094
1619,1.846
1620,1.857
1621,4.303
1622,3.219
1623,1.83
1624,1.027
1625,1.634
1626,1.167
1627,1.969
1628,2.325
1629,3.772
1630,5.00001
1631,1.661
1632,1.976
1633,1.228
1634,1.241
1635,0.917
1636,1.188
1637,3.292
1638,2.471
1639,1.663
1640,4.5
1641,3.357
1642,3.617
1643,3.045
1644,2.182
1645,2.871
1646,2.379
1647,1.888
1648,5.00001
1649,2.081
1650,2.6
1651,1.565
1652,2.716
1653,1.625
1654,1.955
1655,2.342
1656,3.759
1657,0.832
1658,2.175
1659,2.006
1660,1.792
1661,1.984
1662,1.557
1663,1.143
1664,4.442
1665,1.573
1666,0.765
1667,1.589
1668,1.279
1669,0.833
1670,1.567
1671,3.189
1672,1.0
1673,2.161
1674,1.875
1675,1.625
1676,2.655
1677,2.632
1678,2.353
1679,2.616
1680,1.272
1681,2.938
1682,3.343
1683,1.286
1684,3.938
1685,1.819
1686,2.581
1687,1.651
1688,1.465
1689,2.579
1690,2.589
1691,3.872
1692,0.71
1693,0.561
1694,1.078
1695,4.389
1696,1.313
1697,1.347
1698,3.117
1699,2.29
1700,1.188
1701,5.00001
1702,0.924
1703,2.078
1704,1.585
1705,1.813
1706,2.265
1707,1.193
1708,1.952
1709,1.531
1710,1.254
1711,2.414
1712,0.698
1713,2.332
1714,1.563
1715,2.738
1716,5.00001
1717,0.375
1718,5.00001
1719,1.521
1720,5.00001
1721,2.932
1722,0.649
1723,1.743
1724,1.427
1725,1.951
1726,2.201
1727,2.929
1728,1.162
1729,3.434
1730,3.382
1731,2.893
1732,1.325
1733,1.832
1734,1.137
1735,2.061
1736,2.912
1737,3.661
1738,3.983
1739,0.683
1740,2.718
1741,1.39
1742,0.906
1743,1.683
1744,5.00001
1745,0.956
1746,3.261
1747,1.775
1748,4.514
1749,0.946
1750,1.125
1751,2.786
1752,1.427
1753,1.513
1754,3.447
1755,1.544
1756,5.00001
1757,2.611
1758,4.0
1759,4.41
1760,0.946
1761,1.99
1762,0.14999
1763,1.668
1764,2.127
1765,2.101
1766,1.522
1767,2.939
1768,2.028
1769,1.752
1770,1.61
1771,0.875
1772,3.369
1773,0.496
1774,1.799
1775,2.781
1776,2.238
1777,2.003
1778,4.15
1779,4.338
1780,1.533
1781,3.125
1782,3.5
1783,1.246
1784,2.402
1785,2.75
1786,2.944
1787,1.222
1788,1.843
1789,1.867
1790,2.641
1791,2.245
1792,1.4
1793,1.775
1794,1.086
1795,1.25
1796,1.563
1797,0.905
1798,1.716
1799,2.554
1800,3.14
1801,0.414
1802,0.924
1803,1.875
1804,2.802
1805,1.222
1806,0.604
1807,2.469
1808,1.462
1809,2.723
1810,3.59
1811,3.56
1812,1.25
1813,4.661
1814,2.083
1815,3.663
1816,4.39
1817,2.392
1818,4.104
1819,0.628
1820,3.072
1821,0.613
1822,1.198
1823,1.089
1824,1.601
1825,2.012
1826,5.00001
1827,1.892
1828,3.33
1829,1.239
1830,3.266
1831,1.941
1832,1.089
1833,1.53
1834,0.636
1835,1.742
1836,3.72
1837,2.201
1838,1.429
1839,0.719
1840,0.866
1841,3.667
1842,4.313
1843,2.208
1844,0.917
1845,1.969
1846,1.649
1847,0.892
1848,0.913
1849,2.768
1850,0.856
1851,3.058
1852,1.7
1853,1.375
1854,1.761
1855,1.961
1856,1.705
1857,2.185
1858,5.00001
1859,3.292
1860,1.581
1861,0.576
1862,1.208
1863,1.44
1864,3.864
1865,2.419
1866,1.175
1867,3.839
1868,2.944
1869,0.64
1870,1.518
1871,1.177
1872,1.07
1873,3.53
1874,1.623
1875,1.944
1876,2.586
1877,1.787
1878,1.185
1879,3.483
1880,1.1
1881,0.788
1882,2.196
1883,2.165
1884,1.953
1885,1.014
1886,2.049
1887,0.907
1888,1.507
1889,2.086
1890,2.72
1891,0.818
1892,1.596
1893,0.99
1894,3.534
1895,3.716
1896,1.697
1897,1.199
1898,2.607
1899,3.064
1900,1.964
1901,0.828
1902,1.375
1903,0.923
1904,1.854
1905,2.172
1906,2.005
1907,2.953
1908,1.89
1909,2.028
1910,0.897
1911,2.482
1912,1.025
1913,2.7
1914,1.792
1915,1.31
1916,2.192
1917,0.991
1918,2.577
1919,0.713
1920,1.458
1921,1.561
1922,4.224
1923,2.025
1924,1.063
1925,1.635
1926,0.981
1927,5.00001
1928,5.00001
1929,1.469
1930,0.762
1931,2.013
1932,1.5
1933,1.289
1934,0.675
1935,1.008
1936,4.0
1937,3.308
1938,1.869
1939,1.385
1940,1.404
1941,1.389
1942,0.737
1943,1.299
1944,2.298
1945,0.578
1946,1.25
1947,0.733
1948,2.673
1949,1.609
1950,1.206
1951,1.026
1952,1.76
1953,2.25
1954,1.455
1955,1.931
1956,3.052
1957,3.417
1958,1.828
1959,2.015
1960,1.774
1961,1.98
1962,3.229
1963,5.00001
1964,1.604
1965,3.235
1966,2.793
1967,1.32
1968,1.898
1969,0.965
1970,2.306
1971,1.281
1972,0.964
1973,1.179
1974,1.3
1975,0.811
1976,0.892
1977,1.529
1978,1.03
1979,0.899
1980,4.17
1981,1.031
1982,1.25
1983,1.423
1984,0.994
1985,2.271
1986,1.207
1987,2.636
1988,3.482
1989,0.934
1990,1.189
1991,1.597
1992,2.208
1993,1.909
1994,2.475
1995,1.599
1996,1.625
1997,1.275
1998,1.081
1999,1.143
2000,1.705
2001,1.402
2002,1.962
2003,2.876
2004,1.75
2005,2.873
2006,2.526
2007,0.658
2008,0.981
2009,3.362
2010,0.908
2011,3.964
2012,0.81
2013,1.738
2014,2.989
2015,5.00001
2016,1.781
2017,0.725
2018,3.004
2019,1.877
2020,2.536
2021,1.625
2022,2.675
2023,2.791
2024,1.68
2025,1.346
2026,1.896
2027,5.00001
2028,2.531
2029,1.438
2030,5.00001
2031,2.0
2032,3.5
2033,2.386
2034,3.393
2035,0.437
2036,1.031
2037,0.793
2038,2.869
2039,5.00001
2040,4.853
2041,1.019
2042,5.00001
2043,2.321
2044,2.473
2045,2.132
2046,5.00001
2047,2.453
2048,5.00001
2049,2.25
2050,1.771
2051,1.75
2052,1.899
2053,3.631
2054,1.292
2055,1.75
2056,5.00001
2057,1.198
2058,2.852
2059,2.587
2060,1.798
2061,0.933
2062,0.985
2063,5.00001
2064,1.656
2065,0.53
2066,1.745
2067,0.769
2068,1.186
2069,0.675
2070,3.59
2071,3.265
2072,1.213
2073,1.307
2074,3.486
2075,0.675
2076,0.691
2077,1.142
2078,0.746
2079,5.00001
2080,3.116
2081,2.298
2082,1.133
2083,2.662
2084,0.598
2085,3.518
2086,1.678
2087,3.449
2088,1.557
2089,2.452
2090,2.271
2091,2.25
2092,1.219
2093,4.688
2094,0.925
2095,2.764
2096,1.185
2097,0.885
2098,1.837
2099,2.258
2100,1.28
2101,1.821
2102,3.825
2103,1.718
2104,5.00001
2105,5.00001
2106,2.307
2107,1.923
2108,0.777
2109,0.654
2110,1.292
2111,1.226
2112,1.926
2113,1.062
2114,2.556
2115,2.905
2116,3.324
2117,1.657
2118,1.225
2119,2.211
2120,0.742
2121,0.741
2122,2.549
2123,2.882
2124,1.326
2125,1.375
